07:00:00,Alfred Todd,entrance
07:00:00,Richard Smith,entrance
07:01:00,Alfred Todd,fruit
07:01:00,Richard Smith,drinks
07:01:00,Christopher Roberts,dairy
07:01:00,John Payne,dairy
07:02:00,Melissa King,spices
07:02:00,Laura Wilson,fruit
07:03:00,Alfred Todd,checkout
07:03:00,Brittany Bailey,drinks
07:04:00,Melissa King,drinks
07:04:00,Jimmy Miller,fruit
07:05:00,Robert Sullivan,spices
07:05:00,Sharon Levine,fruit
07:06:00,Richard Smith,spices
07:06:00,James Rivera,drinks
07:07:00,Suzanne Parker,dairy
07:07:00,Brian Kerr,spices
07:07:00,Monica Young,drinks
07:08:00,Monica Young,fruit
07:08:00,Jo Pratt,fruit
07:08:00,Molly Chang,dairy
07:09:00,Brad Shelton,spices
07:09:00,Kaitlin Wu,fruit
07:10:00,Tony Adams,drinks
07:11:00,Cynthia Padilla,fruit
07:12:00,David Flores,drinks
07:13:00,Kimberly Phillips,spices
07:14:00,Brittany Bailey,checkout
07:14:00,Kimberly Phillips,checkout
07:14:00,Christopher Adkins,fruit
07:14:00,Adrian Macias,spices
07:15:00,Judith Harrison,fruit
07:15:00,Julie Williams,dairy
07:16:00,Sharon Levine,dairy
07:16:00,Jo Pratt,checkout
07:16:00,Tyler Thompson,drinks
07:17:00,Keith Harrell,fruit
07:17:00,Patricia Mcpherson,fruit
07:18:00,Laura Wilson,checkout
07:18:00,Christopher Adkins,checkout
07:18:00,Ricky Perez,drinks
07:18:00,Caitlin Harris,dairy
07:19:00,Ashley Cruz,dairy
07:19:00,Nicholas Mcdonald,fruit
07:20:00,Richard Smith,dairy
07:20:00,Robert Sullivan,checkout
07:20:00,Sharon Levine,spices
07:20:00,Cynthia Padilla,checkout
07:20:00,Adrian Macias,dairy
07:20:00,Tamara Day,spices
07:20:00,Justin Brooks,fruit
07:21:00,Mary Garcia,spices
07:21:00,Kevin Morris,drinks
07:22:00,Tony Adams,checkout
07:22:00,David Collins,spices
07:23:00,Jamie Russell,dairy
07:24:00,John Payne,spices
07:24:00,Suzanne Parker,drinks
07:24:00,David Flores,spices
07:24:00,Stephen Harris,dairy
07:25:00,Julie Williams,checkout
07:25:00,Dr. Alexandra Diaz,fruit
07:26:00,James Rivera,checkout
07:26:00,Sandra Hudson,dairy
07:27:00,Molly Chang,checkout
07:27:00,Destiny Brown,fruit
07:27:00,Scott Miranda,drinks
07:28:00,Christopher Roberts,checkout
07:28:00,Brandy Mitchell,spices
07:28:00,James Mccann,drinks
07:29:00,Jamie Russell,drinks
07:30:00,James Mccann,spices
07:30:00,Steve Gibson,dairy
07:31:00,Destiny Brown,checkout
07:31:00,Timothy Warren,fruit
07:31:00,Cory Briggs,fruit
07:32:00,Kevin Morris,checkout
07:32:00,Jessica Underwood,dairy
07:33:00,Nicholas Mcdonald,checkout
07:33:00,Scott Miranda,checkout
07:33:00,Sean Davis,fruit
07:33:00,Hannah Smith,spices
07:34:00,Kaitlin Wu,drinks
07:34:00,Joseph Harrington,drinks
07:34:00,Johnathan Jones,spices
07:35:00,Tamara Day,checkout
07:35:00,Johnathan Chavez,drinks
07:35:00,Madison Garcia,dairy
07:36:00,Jimmy Miller,spices
07:36:00,Joseph Harrington,checkout
07:36:00,Joshua Johnston,dairy
07:36:00,Kimberly Villanueva,drinks
07:37:00,Sandra Hudson,checkout
07:37:00,James Klein,drinks
07:37:00,James Young,drinks
07:38:00,Adrian Macias,fruit
07:38:00,Hannah Smith,drinks
07:38:00,Joshua Sanchez,fruit
07:38:00,Nicholas Phillips MD,spices
07:39:00,Timothy Warren,checkout
07:40:00,David Flores,dairy
07:40:00,Tyler Thompson,fruit
07:40:00,James Young,spices
07:40:00,Sarah Butler,fruit
07:41:00,Jimmy Miller,dairy
07:41:00,Joshua Sanchez,checkout
07:41:00,Cathy Jones,drinks
07:41:00,Patricia Austin,fruit
07:42:00,John Payne,dairy
07:42:00,Adrian Macias,checkout
07:42:00,Brandy Mitchell,dairy
07:42:00,Joshua Johnston,spices
07:42:00,Adam Robbins,spices
07:42:00,Victor Cannon,spices
07:43:00,Tracy Lucas,drinks
07:43:00,Christine Lopez,fruit
07:44:00,Ricky Perez,fruit
07:44:00,Jamie Russell,spices
07:44:00,Jessica Underwood,drinks
07:44:00,Joshua Johnston,fruit
07:44:00,Kathryn Michael,dairy
07:45:00,Richard Smith,checkout
07:45:00,David Collins,fruit
07:45:00,Todd Moody,dairy
07:46:00,Melissa King,fruit
07:46:00,Olivia Powell,dairy
07:46:00,Hayley Patterson,spices
07:47:00,Justin Brooks,dairy
07:47:00,James Mccann,drinks
07:47:00,Patricia Austin,checkout
07:47:00,Veronica Dillon,fruit
07:47:00,Deborah Glenn,drinks
07:48:00,Ricky Perez,checkout
07:48:00,James Mccann,fruit
07:48:00,Steve Gibson,checkout
07:48:00,James Klein,checkout
07:48:00,Brad Livingston,spices
07:48:00,Heather Young,spices
07:49:00,Keith Harrell,spices
07:49:00,James Young,checkout
07:49:00,Christine Lopez,dairy
07:49:00,Jamie Manning,fruit
07:50:00,Jimmy Miller,drinks
07:50:00,Justin Boyd,spices
07:50:00,Carol Bowen,spices
07:51:00,Sarah Brown MD,fruit
07:52:00,April Bennett,dairy
07:52:00,Steven Campos,fruit
07:53:00,Brandy Mitchell,checkout
07:53:00,Cathy Jones,spices
07:53:00,Kathryn Michael,checkout
07:53:00,Whitney Williams,spices
07:54:00,Monica Young,checkout
07:54:00,Sean Davis,drinks
07:54:00,Veronica Dillon,drinks
07:54:00,Sonya Massey,fruit
07:54:00,Julie Lam,fruit
07:55:00,Brian Kerr,drinks
07:55:00,Mary Garcia,fruit
07:55:00,Sean Davis,fruit
07:55:00,Cathy Jones,checkout
07:55:00,Deborah Glenn,fruit
07:55:00,Brad Livingston,drinks
07:55:00,Steven Campos,checkout
07:55:00,Whitney Williams,checkout
07:55:00,Kayla Myers,spices
07:55:00,Chelsea Gordon,dairy
07:56:00,Cory Briggs,checkout
07:56:00,Jessica Underwood,spices
07:56:00,Julie Lam,checkout
07:56:00,Manuel Wade,dairy
07:56:00,Susan Roberts,dairy
07:57:00,Hayley Patterson,dairy
07:57:00,Ryan Gilmore,fruit
07:58:00,Jimmy Miller,checkout
07:58:00,Manuel Wade,drinks
07:58:00,Julie Benitez,fruit
07:58:00,Jonathan Thompson,spices
07:59:00,Kayla Myers,checkout
07:59:00,Chelsea Gordon,spices
07:59:00,Dr. Ian Williams II,fruit
07:59:00,David Schneider,fruit
08:00:00,Christine Lopez,checkout
08:00:00,Todd Moody,fruit
08:00:00,Nicole Stout,spices
08:00:00,Marissa Padilla,drinks
08:00:00,Beverly Clark,dairy
08:01:00,Sharon Levine,dairy
08:01:00,Johnathan Chavez,spices
08:01:00,Nicholas Phillips MD,checkout
08:01:00,Sarah Brown MD,checkout
08:01:00,Sonya Massey,spices
08:01:00,Nicole Stout,fruit
08:01:00,Susan Simpson,drinks
08:01:00,Haley Bailey,spices
08:02:00,Caitlin Harris,checkout
08:02:00,Brad Livingston,checkout
08:02:00,Dylan Mercado,fruit
08:02:00,Adam Davis,fruit
08:02:00,Mario Roberts,dairy
08:03:00,Judith Harrison,checkout
08:03:00,Todd Moody,dairy
08:03:00,Veronica Dillon,checkout
08:03:00,Mario Roberts,spices
08:03:00,William Brewer,spices
08:03:00,Brittany Peterson,dairy
08:03:00,Kimberly Clark,dairy
08:04:00,Adam Robbins,checkout
08:04:00,Victor Cannon,fruit
08:04:00,Tabitha Banks,spices
08:04:00,Brittany Schneider,drinks
08:04:00,Monica Dean,dairy
08:05:00,Johnathan Chavez,dairy
08:05:00,Victor Cannon,dairy
08:05:00,James White,dairy
08:05:00,Dr. Thomas Brown Jr.,spices
08:05:00,Thomas Butler,fruit
08:06:00,David Schneider,checkout
08:06:00,Kimberly Clark,spices
08:06:00,John Smith,spices
08:06:00,John Holmes,dairy
08:06:00,Martha Banks,dairy
08:07:00,Stephen Harris,checkout
08:07:00,Marissa Padilla,spices
08:07:00,Kimberly Clark,drinks
08:07:00,Jasmine Torres,fruit
08:07:00,Stacy Ellis,fruit
08:08:00,Melissa King,dairy
08:08:00,Kaitlin Wu,checkout
08:08:00,April Bennett,drinks
08:08:00,Jasmine Torres,checkout
08:08:00,Amber Gomez,drinks
08:08:00,Chase Harris PhD,dairy
08:09:00,Justin Brooks,fruit
08:09:00,Johnathan Jones,drinks
08:09:00,Sarah Butler,spices
08:09:00,Dr. Ian Williams II,drinks
08:09:00,Marissa Padilla,fruit
08:09:00,Dylan Mercado,checkout
08:09:00,Stacy Ellis,drinks
08:09:00,Jeffrey Montoya,dairy
08:09:00,Brian Graham,drinks
08:09:00,Jason Bender,drinks
08:10:00,Beverly Clark,checkout
08:10:00,Adam Davis,spices
08:10:00,Samantha Gregory,spices
08:10:00,Kelly Garner,drinks
08:11:00,Patricia Mcpherson,spices
08:11:00,Todd Moody,drinks
08:11:00,Dr. Ian Williams II,spices
08:11:00,Thomas Butler,spices
08:11:00,Aaron Johnson,dairy
08:11:00,Alison Rice,dairy
08:12:00,Ashley Cruz,fruit
08:12:00,Amber Gomez,fruit
08:12:00,Raymond Fuller,fruit
08:12:00,Monique Watkins,spices
08:13:00,Keith Harrell,dairy
08:13:00,Carol Bowen,checkout
08:13:00,Alison Rice,spices
08:13:00,David Aguilar,dairy
08:13:00,Brianna Woodward,drinks
08:13:00,Mckenzie Banks,drinks
08:14:00,Todd Moody,spices
08:14:00,Ryan Gilmore,checkout
08:14:00,Marissa Padilla,checkout
08:14:00,Veronica Martin,spices
08:14:00,Elizabeth Anderson,drinks
08:14:00,Pamela Gonzales,dairy
08:15:00,David Flores,checkout
08:15:00,Justin Brooks,spices
08:15:00,Monica Dean,fruit
08:15:00,Amy Williams,drinks
08:15:00,Zachary Massey,drinks
08:15:00,John Collins,dairy
08:16:00,John Payne,checkout
08:16:00,Manuel Wade,checkout
08:16:00,James White,drinks
08:16:00,Martha Banks,drinks
08:16:00,Monique Watkins,drinks
08:16:00,Pamela Gonzales,checkout
08:16:00,Brittany Le,drinks
08:16:00,Marvin Richardson,fruit
08:17:00,Brian Graham,checkout
08:17:00,Brianna Woodward,spices
08:17:00,Elizabeth Anderson,checkout
08:17:00,Bryan Weber,drinks
08:17:00,Ashley Hall,drinks
08:18:00,Hannah Smith,checkout
08:18:00,Madison Garcia,spices
08:18:00,Deborah Glenn,checkout
08:18:00,John Smith,dairy
08:18:00,Traci King,fruit
08:18:00,Larry Rogers,dairy
08:19:00,Ashley Cruz,drinks
08:19:00,Jessica Underwood,drinks
08:19:00,Heather Young,drinks
08:19:00,Nicole Stout,checkout
08:19:00,Jason Bender,spices
08:19:00,Jordan Meyer,dairy
08:19:00,Laura Chung,drinks
08:20:00,Mary Garcia,dairy
08:20:00,William Brewer,fruit
08:20:00,John Smith,drinks
08:20:00,Jason Bender,checkout
08:20:00,Monique Watkins,fruit
08:20:00,Teresa Adams,fruit
08:20:00,Raymond Ball,drinks
08:20:00,Teresa Watson,drinks
08:21:00,Brian Kerr,spices
08:21:00,James Mccann,spices
08:21:00,Sarah Butler,drinks
08:21:00,Todd Moody,dairy
08:21:00,Olivia Powell,spices
08:21:00,Chelsea Gordon,drinks
08:21:00,Susan Roberts,fruit
08:21:00,Karen Shea,fruit
08:21:00,Kayla Lucas,fruit
08:21:00,Sara Watkins,fruit
08:22:00,Justin Brooks,drinks
